Trade#,Date,Symbol,Strategy,Leg#,Action,Strike,Type,PositionEffect,Quantity,Price,PlaidID,Match,Fees
94,2025-07-30,AMZN,"AMZN Call Credit Spread",1,buy,245,call,close,1,1.2,inv_1761116133521_x2lhwuzq0,YES,0.0000
94,2025-07-30,AMZN,"AMZN Call Credit Spread",2,sell,252.5,call,close,1,0.32,inv_1761116133691_hucfiygfv,YES,0.0000
95,2025-07-29,AMZN,"AMZN Call Credit Spread",1,sell,247.5,call,open,1,0.99,inv_1761116135915_rv2njuh5a,YES,0.0000
95,2025-07-29,AMZN,"AMZN Call Credit Spread",2,buy,250,call,open,1,0.66,inv_1761116136080_3gmntabrh,YES,0.0000
96,2025-07-29,AMZN,"AMZN 2-Option Order",1,sell,245,call,open,1,1.48,inv_1761116135584_jssosqi3o,YES,0.0000
96,2025-07-29,AMZN,"AMZN 2-Option Order",2,buy,247.5,call,close,1,1.03,inv_1761116135751_xagu8x9qu,YES,0.0000
97,2025-07-29,AMZN,"AMZN 2-Option Order",1,sell,247.5,call,open,1,1,inv_1761116135227_ktt8y6nr9,YES,0.0000
97,2025-07-29,AMZN,"AMZN 2-Option Order",2,buy,250,call,close,1,0.67,inv_1761116135422_fx69jyx3x,YES,0.0000
98,2025-07-29,AMZN,"AMZN Call Credit Spread",1,sell,250,call,open,1,0.66,inv_1761116134881_gdlup1es7,YES,0.0000
98,2025-07-29,AMZN,"AMZN Call Credit Spread",2,buy,252.5,call,open,1,0.43,inv_1761116135050_9hgop982c,YES,0.0000
99,2025-07-28,ENPH,"AMZN Call Credit Spread",1,buy,30,put,open,2,0.85,inv_1761116136753_1efpua3b7,YES,0.0000
99,2025-07-28,ENPH,"AMZN Call Credit Spread",2,sell,32,put,open,2,1.35,inv_1761116136587_8lb2g3u47,YES,0.0000
100,2025-07-28,GOOGL,"GOOGL Call Credit Spread",1,buy,195,call,close,1,3.4,inv_1761116136252_0bkfa43om,YES,0.0000
100,2025-07-28,GOOGL,"GOOGL Call Credit Spread",2,sell,200,call,close,1,1.81,inv_1761116136423_mrt4on6kb,YES,0.0000
101,2025-07-25,NVDA,"Sell NVDA $175 Call 7/25",1,buy,180,call,close,1,2.58,inv_1761116137262_0rbaqzgm4,YES,0.0000
101,2025-07-25,NVDA,"Sell NVDA $175 Call 7/25",2,sell,185,call,close,1,1.33,inv_1761116137426_klvmz7a18,YES,0.0000
101,2025-07-25,NVDA,"Sell NVDA $175 Call 7/25",3,sell,150,put,close,1,0.47,inv_1761116137770_niojcu5nc,YES,0.0000
101,2025-07-25,NVDA,"Sell NVDA $175 Call 7/25",4,buy,155,put,close,1,0.71,inv_1761116137604_ipl37pow6,YES,0.0000
102,2025-07-25,RBLX,"RBLX Put Credit Spread",1,sell,105,put,close,1,2.74,inv_1761116136922_b5d66n4mf,YES,0.0000
102,2025-07-25,RBLX,"RBLX Put Credit Spread",2,buy,110,put,close,1,4.11,inv_1761116137093_bx7blct2d,YES,0.0000
103,2025-07-24,PLTR,"NVDA Short Iron Condor",1,sell,165,call,open,1,6.6,inv_1761116138815_jqq5ljk3d,YES,0.0000
103,2025-07-24,PLTR,"NVDA Short Iron Condor",2,buy,170,call,open,1,5.16,inv_1761116139030_0qn9x3c1f,YES,0.0000
104,2025-07-24,NVDA,"NVDA Short Iron Condor",1,sell,180,call,open,1,2.66,inv_1761116138451_c3iuicydq,YES,0.0000
104,2025-07-24,NVDA,"NVDA Short Iron Condor",2,buy,185,call,open,1,1.44,inv_1761116138619_bhswetkh0,YES,0.0000
104,2025-07-24,NVDA,"NVDA Short Iron Condor",3,buy,150,put,open,1,0.59,inv_1761116138281_qwuvrhv3d,YES,0.0000
104,2025-07-24,NVDA,"NVDA Short Iron Condor",4,sell,155,put,open,1,0.88,inv_1761116138114_mglx5uo2o,YES,0.0000
105,2025-07-23,NVDA,"NVDA Put Credit Spread",1,sell,160,put,close,1,2.85,inv_1761116139365_j03gvj60h,YES,0.0000
105,2025-07-23,NVDA,"NVDA Put Credit Spread",2,buy,165,put,close,1,4.35,inv_1761116139536_crmpf1c2y,YES,0.0000
106,2025-07-22,NVDA,"NVDA Put Credit Spread",1,buy,160,put,open,1,3.58,inv_1761116141237_dxawklwry,YES,0.0000
106,2025-07-22,NVDA,"NVDA Put Credit Spread",2,sell,165,put,open,1,5.28,inv_1761116141060_x0hxvdo68,YES,0.0000
107,2025-07-22,RBLX,"RBLX Put Credit Spread",1,buy,105,put,open,1,3.38,inv_1761116140893_ju9ip0bhc,YES,0.0000
107,2025-07-22,RBLX,"RBLX Put Credit Spread",2,sell,110,put,open,1,4.85,inv_1761116140723_f35uw83z4,YES,0.0000
108,2025-07-22,AMD,"AMD Call Credit Spread",1,buy,160,call,close,2,5.71,inv_1761116140555_syqvrqgob,YES,0.0000
108,2025-07-22,AMD,"AMD Call Credit Spread",2,sell,165,call,close,2,4.11,inv_1761116140385_39bvg3cnv,YES,0.0000
109,2025-07-22,COIN,"COIN Short Iron Condor",1,buy,420,call,close,1,24.35,inv_1761116140218_2czvnjm6q,YES,0.0000
109,2025-07-22,COIN,"COIN Short Iron Condor",2,sell,430,call,close,1,20.7,inv_1761116139871_olejszif9,YES,0.0000
109,2025-07-22,COIN,"COIN Short Iron Condor",3,sell,350,put,close,1,7.25,inv_1761116140045_oxmratoc5,YES,0.0000
109,2025-07-22,COIN,"COIN Short Iron Condor",4,buy,360,put,close,1,9.5,inv_1761116139701_3f3papg1m,YES,0.0000
110,2025-07-21,GOOGL,"GOOGL Call Credit Spread",1,sell,195,call,open,1,5.22,inv_1761116141746_513r685zc,YES,0.0000
110,2025-07-21,GOOGL,"GOOGL Call Credit Spread",2,buy,200,call,open,1,3.59,inv_1761116141915_ch43qr8vq,YES,0.0000
111,2025-07-21,AMD,"COIN Short Iron Condor",1,sell,145,put,close,1,3.2,inv_1761116141575_7q7p663mn,YES,0.0000
111,2025-07-21,AMD,"COIN Short Iron Condor",2,buy,150,put,close,1,4.7,inv_1761116141405_5nkzicbag,YES,0.0000
112,2025-07-18,AMD,"COIN Short Iron Condor",1,buy,145,put,open,1,3.63,inv_1761116142079_6bdbmdrqm,YES,0.0000
112,2025-07-18,AMD,"COIN Short Iron Condor",2,sell,150,put,open,1,5.23,inv_1761116142247_u8ed2johe,YES,0.0000
113,2025-07-17,PLTR,"AMD Put Credit Spread",1,sell,135,put,close,1,3.97,inv_1761116143104_m9g9fmxq6,YES,0.0000
113,2025-07-17,PLTR,"AMD Put Credit Spread",2,buy,140,put,close,1,5.35,inv_1761116143275_re9xy10jc,YES,0.0000
114,2025-07-17,PLTR,"PLTR Put Credit Spread",1,buy,135,put,open,1,4.34,inv_1761116142933_8s02uztn9,YES,0.0000
114,2025-07-17,PLTR,"PLTR Put Credit Spread",2,sell,140,put,open,1,5.82,inv_1761116142764_0te9g5trj,YES,0.0000
115,2025-07-17,TSLA,"COIN Short Iron Condor",1,sell,310,put,close,1,12.96,inv_1761116142412_lpp2i449l,YES,0.0000
115,2025-07-17,TSLA,"COIN Short Iron Condor",2,buy,315,put,close,1,15.14,inv_1761116142597_z3r1swio4,YES,0.0000
116,2025-07-16,AMD,"AMD Call Credit Spread",1,sell,160,call,open,2,7.05,inv_1761116145280_1pcwp2nly,YES,0.0000
116,2025-07-16,AMD,"AMD Call Credit Spread",2,buy,165,call,open,2,5.35,inv_1761116145110_z313b0my7,YES,0.0000
117,2025-07-16,TSLA,"AMD Call Credit Spread",1,buy,310,put,open,1,15.4,inv_1761116144944_zncoymrxf,YES,0.0000
117,2025-07-16,TSLA,"AMD Call Credit Spread",2,sell,315,put,open,1,17.73,inv_1761116144775_h8pi4ure7,YES,0.0000
118,2025-07-16,COIN,"COIN Short Iron Condor",1,sell,420,call,open,1,22.61,inv_1761116144109_0hbjwyvx8,YES,0.0000
118,2025-07-16,COIN,"COIN Short Iron Condor",2,buy,430,call,open,1,19.72,inv_1761116144276_t6t8rulg9,YES,0.0000
118,2025-07-16,COIN,"COIN Short Iron Condor",3,buy,350,put,open,1,10.5,inv_1761116144608_q4mw9sfrd,YES,0.0000
118,2025-07-16,COIN,"COIN Short Iron Condor",4,sell,360,put,open,1,13.65,inv_1761116144441_vio7tgkhu,YES,0.0000
119,2025-07-16,AMD,"AMD Put Credit Spread",1,sell,140,put,close,2,2.95,inv_1761116143772_wofhspwxr,YES,0.0000
119,2025-07-16,AMD,"AMD Put Credit Spread",2,buy,145,put,close,2,4.35,inv_1761116143939_3bgkgnrjx,YES,0.0000
120,2025-07-16,TSLA,"TSLA Put Credit Spread",1,sell,280,put,close,2,5.89,inv_1761116143444_sz1fyerid,YES,0.0000
120,2025-07-16,TSLA,"TSLA Put Credit Spread",2,buy,285,put,close,2,7.07,inv_1761116143608_s0edyrl1j,YES,0.0000
121,2025-07-15,AMD,"AMD Put Credit Spread",1,buy,140,put,open,2,3.12,inv_1761116146633_g5u0gjmg1,YES,0.0000
121,2025-07-15,AMD,"AMD Put Credit Spread",2,sell,145,put,open,2,4.57,inv_1761116146463_tse7gpp4i,YES,0.0000
122,2025-07-15,TSLA,"TSLA Put Credit Spread",1,buy,280,put,open,2,6.6,inv_1761116146128_0ack4o97c,YES,0.0000
122,2025-07-15,TSLA,"TSLA Put Credit Spread",2,sell,285,put,open,2,7.86,inv_1761116146296_9hmjoyqgx,YES,0.0000
123,2025-07-15,COIN,"TSLA Put Credit Spread",1,sell,350,put,close,1,10.27,inv_1761116145957_wby1bnoxk,YES,0.0000
123,2025-07-15,COIN,"TSLA Put Credit Spread",2,buy,360,put,close,1,13.45,inv_1761116145791_w5swxb2z7,YES,0.0000
124,2025-07-15,PLTR,"PLTR Put Credit Spread",1,sell,135,put,close,2,5.28,inv_1761116145450_k8x7drh4j,YES,0.0000
124,2025-07-15,PLTR,"PLTR Put Credit Spread",2,buy,140,put,close,2,7.06,inv_1761116145619_rhi88n1mk,YES,0.0000
125,2025-07-14,COIN,"COIN Put Credit Spread",1,buy,350,put,open,1,11.35,inv_1761116147649_urqycaoov,YES,0.0000
125,2025-07-14,COIN,"COIN Put Credit Spread",2,sell,360,put,open,1,14.6,inv_1761116147481_2468ghmmi,YES,0.0000
126,2025-07-14,PLTR,"PLTR Put Credit Spread",1,buy,135,put,open,2,6.52,inv_1761116147312_9md8f77zu,YES,0.0000
126,2025-07-14,PLTR,"PLTR Put Credit Spread",2,sell,140,put,open,2,8.49,inv_1761116147142_uokp1sxde,YES,0.0000
127,2025-07-14,AMD,"AMD Call Credit Spread",1,buy,160,call,close,2,3.55,inv_1761116146971_8gzv01ti1,YES,0.0000
127,2025-07-14,AMD,"AMD Call Credit Spread",2,sell,165,call,close,2,2.59,inv_1761116146803_nr7h37afl,YES,0.0000
128,2025-07-11,TSLA,"AMD Call Credit Spread",1,sell,295,put,close,2,12.05,inv_1761116148990_feho8w9ha,YES,0.0000
128,2025-07-11,TSLA,"AMD Call Credit Spread",2,buy,300,put,close,2,14.05,inv_1761116148825_ahthq8743,YES,0.0000
129,2025-07-11,TSLA,"TSLA Put Credit Spread",1,buy,295,put,open,2,13.57,inv_1761116148482_xkh0k304h,YES,0.0000
129,2025-07-11,TSLA,"TSLA Put Credit Spread",2,sell,300,put,open,2,15.74,inv_1761116148653_t9nbabwcn,YES,0.0000
130,2025-07-11,AMD,"AMD Call Credit Spread",1,sell,160,call,open,2,3.85,inv_1761116148313_jusr704f8,YES,0.0000
130,2025-07-11,AMD,"AMD Call Credit Spread",2,buy,165,call,open,2,2.86,inv_1761116148146_44jfdjmu5,YES,0.0000
131,2025-07-11,NVDA,"AMD Call Credit Spread",1,sell,155,put,close,2,3.17,inv_1761116147812_1rsh0j2ia,YES,0.0000
131,2025-07-11,NVDA,"AMD Call Credit Spread",2,buy,160,put,close,2,4.58,inv_1761116147982_bscpe5gmy,YES,0.0000
132,2025-07-10,TSLA,"TSLA Put Credit Spread",1,sell,275,put,close,2,7.15,inv_1761116151727_y0mrbzlow,YES,0.0000
132,2025-07-10,TSLA,"TSLA Put Credit Spread",2,buy,280,put,close,2,8.5,inv_1761116151897_zdukr6x9r,YES,0.0000
133,2025-07-10,NVDA,"NVDA Put Credit Spread",1,buy,155,put,open,2,3.75,inv_1761116151561_mklocpqo0,YES,0.0000
133,2025-07-10,NVDA,"NVDA Put Credit Spread",2,sell,160,put,open,2,5.32,inv_1761116151354_2z5nkuyt0,YES,0.0000
134,2025-07-10,TSLA,"TSLA Put Credit Spread",1,buy,275,put,open,2,8.59,inv_1761116149994_1isiej2mn,YES,0.0000
134,2025-07-10,TSLA,"TSLA Put Credit Spread",2,sell,280,put,open,2,10.15,inv_1761116149830_newqxw1ro,YES,0.0000
135,2025-07-10,TSLA,"TSLA Put Credit Spread",1,sell,275,put,close,2,8.2,inv_1761116149662_8i3qw9ou2,YES,0.0000
135,2025-07-10,TSLA,"TSLA Put Credit Spread",2,buy,280,put,close,2,9.7,inv_1761116149492_pd8dt4oel,YES,0.0000
136,2025-07-10,AMD,"AMD Put Credit Spread",1,sell,125,put,close,1,2.05,inv_1761116149324_t2pk2kpp7,YES,0.0000
136,2025-07-10,AMD,"AMD Put Credit Spread",2,buy,130,put,close,1,3.16,inv_1761116149155_yqzcrb9qj,YES,0.0000
137,2025-07-09,AAPL,"AMD Put Credit Spread",1,sell,200,put,close,1,3.73,inv_1761116152402_t9julg6h5,YES,0.0000
137,2025-07-09,AAPL,"AMD Put Credit Spread",2,buy,205,put,close,1,5.35,inv_1761116152570_nldd43ise,YES,0.0000
138,2025-07-09,AAPL,"AAPL Put Credit Spread",1,buy,200,put,open,1,4.42,inv_1761116152064_ind126blt,YES,0.0000
138,2025-07-09,AAPL,"AAPL Put Credit Spread",2,sell,205,put,open,1,6.22,inv_1761116152233_nesbp149e,YES,0.0000
139,2025-07-08,AMD,"AMD Put Credit Spread",1,buy,125,put,open,1,2.95,inv_1761116153763_57iz3jywu,YES,0.0000
139,2025-07-08,AMD,"AMD Put Credit Spread",2,sell,130,put,open,1,4.42,inv_1761116153933_hcn7ad9l3,YES,0.0000
140,2025-07-08,TSLA,"AMD Put Credit Spread",1,buy,275,put,open,2,10.51,inv_1761116153594_hn6wiq4zu,YES,0.0000
140,2025-07-08,TSLA,"AMD Put Credit Spread",2,sell,280,put,open,2,12.19,inv_1761116153422_pe7lim9f4,YES,0.0000
141,2025-07-08,NVDA,"NVDA Put Credit Spread",1,sell,145,put,close,2,2.43,inv_1761116153250_zzb1i62s5,YES,0.0000
141,2025-07-08,NVDA,"NVDA Put Credit Spread",2,buy,150,put,close,2,3.56,inv_1761116153084_q8qusqagt,YES,0.0000
142,2025-07-08,JNJ,"NVDA Put Credit Spread",1,sell,145,put,close,1,0.33,inv_1761116152739_9yxgp1zhf,YES,0.0000
142,2025-07-08,JNJ,"NVDA Put Credit Spread",2,buy,150,put,close,1,0.8,inv_1761116152911_tl52zje02,YES,0.0000
143,2025-07-07,NVDA,"NVDA Put Credit Spread",1,buy,145,put,open,2,2.88,inv_1761116154945_bza1px2ix,YES,0.0000
143,2025-07-07,NVDA,"NVDA Put Credit Spread",2,sell,150,put,open,2,4.11,inv_1761116154775_4qfbpqxw4,YES,0.0000
144,2025-07-07,AAPL,"NVDA Put Credit Spread",1,buy,220,call,close,2,1.74,inv_1761116154607_znz5c05u0,YES,0.0000
144,2025-07-07,AAPL,"NVDA Put Credit Spread",2,sell,225,call,close,2,0.8,inv_1761116154440_4w8r14edp,YES,0.0000
144,2025-07-07,AAPL,"NVDA Put Credit Spread",3,sell,195,put,close,2,0.6,inv_1761116154270_bvh5x8hwv,YES,0.0000
144,2025-07-07,AAPL,"NVDA Put Credit Spread",4,buy,200,put,close,2,1.08,inv_1761116154103_gx0sgd0i1,YES,0.0000
145,2025-07-01,JNJ,"AAPL Short Iron Condor",1,buy,145,put,open,1,0.41,inv_1761116156138_cxjebs094,YES,0.0000
145,2025-07-01,JNJ,"AAPL Short Iron Condor",2,sell,150,put,open,1,0.89,inv_1761116156304_4j22i3d9s,YES,0.0000
146,2025-07-01,AAPL,"JNJ Put Credit Spread",1,sell,220,call,open,2,1.32,inv_1761116155794_rq5up8w7j,YES,0.0000
146,2025-07-01,AAPL,"JNJ Put Credit Spread",2,buy,225,call,open,2,0.69,inv_1761116155970_p684cky96,YES,0.0000
146,2025-07-01,AAPL,"JNJ Put Credit Spread",3,buy,195,put,open,2,1.37,inv_1761116155619_1zy1kg2li,YES,0.0000
146,2025-07-01,AAPL,"JNJ Put Credit Spread",4,sell,200,put,open,2,2.36,inv_1761116155450_i12pa47d6,YES,0.0000
147,2025-07-01,XOM,"XOM Put Credit Spread",1,sell,105,put,close,1,0.04,inv_1761116155119_i8kwc0qoi,YES,0.0000
147,2025-07-01,XOM,"XOM Put Credit Spread",2,buy,110,put,close,1,1.84,inv_1761116155285_jxr98hhms,YES,0.0000
148,2025-06-30,AAPL,"XOM Put Credit Spread",1,sell,195,put,close,2,0.31,inv_1761116157693_vlpvhszfm,YES,0.0000
148,2025-06-30,AAPL,"XOM Put Credit Spread",2,buy,200,put,close,2,1.31,inv_1761116157497_d0x5xkhpe,YES,0.0000
149,2025-06-30,XOM,"XOM Put Credit Spread",1,buy,105,put,open,1,0.08,inv_1761116157322_ys9ilzahy,YES,0.0000
149,2025-06-30,XOM,"XOM Put Credit Spread",2,sell,110,put,open,1,2.1,inv_1761116157154_ucuau4v7w,YES,0.0000
150,2025-06-30,AAPL,"AAPL Put Credit Spread",1,buy,195,put,open,2,0.45,inv_1761116156815_qat6lhl1g,YES,0.0000
150,2025-06-30,AAPL,"AAPL Put Credit Spread",2,sell,200,put,open,2,1.86,inv_1761116156985_ksztnd3b,YES,0.0000
151,2025-06-30,NVDA,"NVDA Put Credit Spread",1,sell,148,put,close,3,2.22,inv_1761116156475_m7lp6jqz0,YES,0.0000
151,2025-06-30,NVDA,"NVDA Put Credit Spread",2,buy,152.5,put,close,3,3.37,inv_1761116156645_77uncd591,YES,0.0000
152,2025-06-27,NVDA,"NVDA Put Credit Spread",1,buy,148,put,open,3,2.56,inv_1761116158363_pcnzb41ik,YES,0.0000
152,2025-06-27,NVDA,"NVDA Put Credit Spread",2,sell,152.5,put,open,3,3.81,inv_1761116158536_1fk80i5to,YES,0.0000
153,2025-06-27,AMD,"AMD Put Credit Spread",1,sell,135,put,close,2,0.28,inv_1761116158027_0eoh86dtf,YES,0.0000
153,2025-06-27,AMD,"AMD Put Credit Spread",2,buy,140,put,close,2,0.83,inv_1761116157861_85rrio0af,YES,0.0000
154,2025-06-26,AMD,"AMD Put Credit Spread",1,buy,135,put,open,2,0.57,inv_1761116159046_csilyqkq5,YES,0.0000
154,2025-06-26,AMD,"AMD Put Credit Spread",2,sell,140,put,open,2,1.55,inv_1761116159211_mlfkzoe1v,YES,0.0000
155,2025-06-26,NVDA,"AMD Put Credit Spread",1,sell,150,call,close,1,10,inv_1761116158878_5l8mt61wk,YES,0.0000
155,2025-06-26,NVDA,"AMD Put Credit Spread",2,buy,175,call,close,1,0.97,inv_1761116158706_fm5cveq7j,YES,0.0000
156,2025-06-25,NVDA,"NVDA Call Debit Spread",1,buy,150,call,open,1,7.3,inv_1761116160892_uq8otrbza,YES,0.0000
156,2025-06-25,NVDA,"NVDA Call Debit Spread",2,sell,175,call,open,1,0.56,inv_1761116161059_xsx22budr,YES,0.0000
157,2025-06-25,NVDA,"NVDA Call Debit Spread",1,sell,150,call,close,2,2.74,inv_1761116160724_jtvmkiicr,YES,0.0000
157,2025-06-25,NVDA,"NVDA Call Debit Spread",2,buy,160,call,close,2,0.11,inv_1761116160550_x6ook0n3j,YES,0.0000
158,2025-06-25,NVDA,"NVDA Call Debit Spread",1,sell,150,call,close,1,2.68,inv_1761116160214_kdpj4o5o7,YES,0.0000
158,2025-06-25,NVDA,"NVDA Call Debit Spread",2,buy,160,call,close,1,0.11,inv_1761116160383_8bez104m2,YES,0.0000
159,2025-06-25,NVDA,"NVDA Call Debit Spread",1,buy,150,call,open,3,2.52,inv_1761116159877_tdtcalyvk,YES,0.0000
159,2025-06-25,NVDA,"NVDA Call Debit Spread",2,sell,160,call,open,3,0.1,inv_1761116160042_has4vkupy,YES,0.0000
160,2025-06-25,AMD,"NVDA Call Debit Spread",1,sell,130,call,close,1,14.9,inv_1761116159709_3jefict5o,YES,0.0000
160,2025-06-25,AMD,"NVDA Call Debit Spread",2,buy,140,call,close,1,7.9,inv_1761116159547_i9miu4o8f,YES,0.0000
161,2025-06-20,AMD,"AMD Call Debit Spread",1,buy,130,call,open,1,5.67,inv_1761116161226_8flgl6n5m,YES,0.0000
161,2025-06-20,AMD,"AMD Call Debit Spread",2,sell,140,call,open,1,2.21,inv_1761116161394_9p3lefyre,YES,0.0000
NON_OPT,2025-07-28,N/A,"ACH DEPOSIT",N/A,cash,N/A,deposit,N/A,N/A,N/A,inv_1761116266435_mhwlmg9yd,PLAID_ONLY,0.0000
NON_OPT,2025-08-02,N/A,"transfer - expiration of 1 AMZN call with strike of $250.00",N/A,transfer,N/A,transfer,N/A,-1,N/A,inv_1761116133346_e17i1cpnk,PLAID_ONLY,0.0000
NON_OPT,2025-08-02,N/A,"transfer - expiration of 1 AMZN call with strike of $247.50",N/A,transfer,N/A,transfer,N/A,1,N/A,inv_1761116133174_duyuail0y,PLAID_ONLY,0.0000
NON_OPT,2025-08-16,N/A,"buy - buy 100.000 shares of Palantir Technologies for $17000.00 due to exercise of 1 PLTR call with strike of $170.00",N/A,buy,N/A,buy,N/A,100,170,inv_1761116128402_0tscqeq8p,PLAID_ONLY,0.0000
NON_OPT,2025-08-16,N/A,"transfer - assignment of 1 PLTR call with strike of $165.00",N/A,transfer,N/A,assignment,N/A,1,N/A,inv_1761116128904_v565ajc8g,PLAID_ONLY,0.0000
NON_OPT,2025-08-16,N/A,"buy - sell 100.000 shares of Palantir Technologies for $16500.00 due to assignment of 1 PLTR call with strike of $165.00",N/A,buy,N/A,assignment,N/A,100,165,inv_1761116128735_q56lxjsac,PLAID_ONLY,0.0000
NON_OPT,2025-08-16,N/A,"transfer - exercise of 1 PLTR call with strike of $170.00",N/A,transfer,N/A,exercise,N/A,-1,N/A,inv_1761116128569_dbv1p7qsu,PLAID_ONLY,0.0000
NON_OPT,2025-08-30,N/A,"transfer - exercise of 3 XOM calls with strike of $111.00",N/A,transfer,N/A,exercise,N/A,-3,N/A,inv_1761116117312_q05n63c7s,PLAID_ONLY,0.0000
NON_OPT,2025-08-30,N/A,"buy - buy 300.000 shares of Exxon Mobil for $33300.00 due to exercise of 3 XOM calls with strike of $111.00",N/A,buy,N/A,buy,N/A,300,111,inv_1761116117146_tfr5dl6ok,PLAID_ONLY,0.0000
NON_OPT,2025-08-30,N/A,"transfer - assignment of 3 XOM calls with strike of $110.00",N/A,transfer,N/A,assignment,N/A,3,N/A,inv_1761116116979_neupyau4k,PLAID_ONLY,0.0000
NON_OPT,2025-08-30,N/A,"buy - sell 300.000 shares of Exxon Mobil for $33000.00 due to assignment of 3 XOM calls with strike of $110.00",N/A,buy,N/A,assignment,N/A,300,110,inv_1761116116813_xws2s9mek,PLAID_ONLY,0.0000
NON_OPT,2025-09-27,N/A,"transfer - exercise of 1 JPM call with strike of $300.00",N/A,transfer,N/A,exercise,N/A,-1,N/A,inv_1761116103994_sjnf2oj7b,PLAID_ONLY,0.0000
NON_OPT,2025-09-27,N/A,"buy - buy 100.000 shares of JPMorgan Chase for $30000.00 due to exercise of 1 JPM call with strike of $300.00",N/A,buy,N/A,buy,N/A,100,300,inv_1761116103823_adnf9mebn,PLAID_ONLY,0.0000
NON_OPT,2025-09-27,N/A,"transfer - assignment of 1 JPM call with strike of $297.50",N/A,transfer,N/A,assignment,N/A,1,N/A,inv_1761116103653_5l28mgt8l,PLAID_ONLY,0.0000
NON_OPT,2025-09-27,N/A,"buy - sell 100.000 shares of JPMorgan Chase for $29750.00 due to assignment of 1 JPM call with strike of $297.50",N/A,buy,N/A,assignment,N/A,100,297.5,inv_1761116103483_3un49z3u5,PLAID_ONLY,0.0000
NON_OPT,2025-10-11,N/A,"buy - buy 100.000 shares of AMD for $15500.00 due to exercise of 1 AMD call with strike of $155.00",N/A,buy,N/A,buy,N/A,100,155,inv_1761116098719_5wqj5m12m,PLAID_ONLY,0.0000
NON_OPT,2025-10-11,N/A,"transfer - assignment of 1 AMD call with strike of $152.50",N/A,transfer,N/A,assignment,N/A,1,N/A,inv_1761116098552_280rs8ul1,PLAID_ONLY,0.0000
NON_OPT,2025-10-11,N/A,"transfer - exercise of 1 AMD call with strike of $155.00",N/A,transfer,N/A,exercise,N/A,-1,N/A,inv_1761116098885_4913qhz3y,PLAID_ONLY,0.0000
NON_OPT,2025-10-11,N/A,"buy - sell 100.000 shares of AMD for $15250.00 due to assignment of 1 AMD call with strike of $152.50",N/A,buy,N/A,assignment,N/A,100,152.5,inv_1761116098385_t9z2dwonc,PLAID_ONLY,0.0000
NON_OPT,2025-10-18,N/A,"transfer - exercise of 1 WMT call with strike of $100.00",N/A,transfer,N/A,exercise,N/A,-1,N/A,inv_1761116097866_akksps0gm,PLAID_ONLY,0.0000
NON_OPT,2025-10-18,N/A,"transfer - assignment of 1 WMT call with strike of $97.50",N/A,transfer,N/A,assignment,N/A,1,N/A,inv_1761116097512_8w32a9zeh,PLAID_ONLY,0.0000
NON_OPT,2025-10-18,N/A,"buy - buy 100.000 shares of Walmart for $10000.00 due to exercise of 1 WMT call with strike of $100.00",N/A,buy,N/A,buy,N/A,100,100,inv_1761116097680_egvs4cn3g,PLAID_ONLY,0.0000
NON_OPT,2025-10-18,N/A,"buy - sell 100.000 shares of Walmart for $9750.00 due to assignment of 1 WMT call with strike of $97.50",N/A,buy,N/A,assignment,N/A,100,97.5,inv_1761116097344_xxpzkoq59,PLAID_ONLY,0.0000